PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,Label
-0.8662309068314356,0.7937745885714872,0.20525476560805864,-0.09946161408763043,-0.2318753331811502,0.05723494815218322,-0.13398590555741835,-0.2533508971949609,0.3011148291562793,0.16361070497137042,0.6830647380990668,0.3871066504218355,-0.14196439967106422,0.07367194046069736,0.1509697510497684,-0.16645142121053236,-0.09983702654789953,-0.01579396175946296,0
-0.7924279780486242,0.6583113400571835,0.019467961939699074,-0.10115641968142475,-0.010051851787864122,0.10360927137349452,0.36807240503803107,0.10957102640196621,-0.02383057427175761,0.01758558460166093,-0.05895570585051324,-0.11828181180014907,0.017798963125345568,-0.005585380978183729,-0.08951301027698677,0.031567987968282654,0.04440746196512299,-0.01075307730077596,0
-1.2359252687933031,-1.5918862881522342,-0.15772003325871145,-0.1361278433958441,-0.01793220137689369,-0.0020953563815104825,-0.09373373012519742,-0.048070937218098464,0.23644217824522074,0.18914832680388216,0.045721121775293694,-0.11397426139646527,0.00671562425996447,0.011283953793499779,0.10137592111435739,0.15841243617379652,0.0389205627609909,-0.026703154473983248,0
1.5670764088076783,0.09065640077146131,-0.9736139458797712,-0.18443185549895896,0.2870912547200323,0.04332188766917178,-0.06129508339470641,-0.17079879331690828,-0.26538277556278617,0.18366359248908737,-0.015888976948386035,0.21073627005619505,0.035258813966588254,0.21253675203154032,-0.05356452993528338,0.11080943382381353,0.03285600497002486,0.0002823316902907935,0
-1.165693261925111,-1.620142125697479,-0.1448885700372851,-0.12103693414893019,-0.0655639002167562,-0.07599708983967868,-0.3999778942120866,-0.0187898205042335,0.03603216424562436,-0.3145732365337407,0.01095534654934427,0.01350189895922227,0.08243904258913426,0.033131879821306054,0.17706795038188905,0.16784933185253118,0.13614164055400316,-0.004909493026764411,0
1.3807556173720943,0.13716191505396702,-0.6030589061705782,-0.1682905845800256,0.3100618175797005,-0.1244487366892868,0.194554572044778,0.20701468055937322,0.061054237899031416,-0.2840772610476719,0.1382918449868077,-0.15115970052052452,0.02105290109518787,-0.1172867340103591,0.021280812036742425,-0.08295187398540764,0.028039338970887312,-0.005867486727612392,0
1.6396797173863213,-0.08291939870377568,-0.6236673393395296,-0.09408957481290242,0.21803514308507613,-0.2648910655055876,0.31783108227530077,0.10574282330642738,0.11755307479312971,-0.10487167439317724,0.006537066114372658,0.0962330021471628,0.04977514651069426,-0.44960126976863457,0.022357069120654716,-0.11975827803906618,0.11934585717173697,-0.06186288437470955,0
-0.9479448524709779,0.8214970394343454,-0.07339023267714798,-0.17549663199724158,-0.06111061045330547,0.42268787425155063,-0.3327285398316026,-0.3027136996303999,-0.42946613052721433,0.37885903100924745,-0.23574191443533996,-0.4059715106208841,-0.22033957711755459,-0.23735878226347024,0.10825381253332439,-0.1450981041650019,0.12259559483261383,-0.061106970300777774,0
-1.1848927203106205,-1.5757346257085034,-0.23497644326992326,-0.13023979643676464,-0.07027674763689445,-0.02323179087299665,-0.18150747273714246,-0.08742379723360127,-0.11579112837352512,-0.10787429810708338,-0.0013676791080541317,-0.010532343592650872,0.019159389892583478,0.009274157376806536,0.20574712602611356,0.14090728958293203,0.1571367527212636,-0.01643542907811002,0
-0.7967400729619384,0.7354102358982405,-0.02798632572329844,-0.1184925941194363,0.036007715516148814,0.28286686984455967,0.08734398557229062,0.36015401600964847,-0.0029181601075558006,-0.055916761220738465,0.07381584563183463,-0.03884198565274666,-0.012661771067164818,0.04143432301571659,0.0014201128347968162,0.03215591812065301,0.005112318643978514,-0.008921438558104788,0
-0.8427598578545441,0.5451104111981145,0.07525382700856517,-0.1106690570228841,0.0005706359401644878,0.1265014680111961,-0.08075485190509246,-0.05404721605043933,0.1798893756301741,0.08150257728020172,-0.1774419316629936,-0.24110898902663813,0.06215378060743004,0.07597303507745012,-0.207635162841851,-0.03303293972230932,-0.03556224689460022,0.003371778632857425,0
2.234595651557208,-0.5301719667161636,1.3784601165679804,-0.7527258930105853,0.9575112450886748,0.4996667984407208,-0.187635818626801,-0.29093304524363295,0.10081532598583376,-0.22445509222895746,-0.16230490543965959,0.13523279979107705,-0.4554523078548832,-0.09019761764070078,-0.045176512123035195,-0.012745739531269076,0.11441876720250223,-0.17142521260619828,0
-0.776565619468271,0.7604774222572829,-0.03918934965016384,-0.1118129132610175,0.02493562762406365,0.23398469039897662,0.2791322031886546,0.34153096309884645,-0.10801096900875631,-0.08531553722155522,0.05012872826131687,-0.008326564122067781,-0.01763316122015912,-0.007196072949531673,0.041083893154499396,0.06419903104139994,0.04261383339444472,-0.009726972477047013,0
-0.9186345716510593,0.9234580669299134,-0.20152672135831454,-0.18929196566617112,0.01838333817671725,0.5756652889223598,0.03824516050331228,0.11323733422069082,-0.5979094563547855,0.36701788152838044,-0.18106045723656233,-0.44666948039324716,-0.26761290926378,-0.28133303932634923,0.15977710388806277,-0.09613526240261476,0.18681544271491426,-0.0839259183227411,0
1.9070669828265656,-0.5844855604259597,1.3589197072593922,-0.5845643236856557,1.2846503451955162,0.5872630857575482,-0.16370840406080173,0.46296075641753137,-0.07034646049295584,0.3865032109063602,0.25825024388759177,0.28476970627406734,-0.478320305924281,0.519689704413745,-0.11675524060611414,0.2070471315787965,0.4277276011215282,0.4012717977102706,1
1.4767114605815126,-0.2920432127222218,0.9117766520052559,1.789153102451372,0.04530319766819435,1.19844158902298,-0.3006960868095998,0.5855106955005287,0.15370517657503263,-0.26507931112993693,-0.2268436127518164,-0.05802069852270142,-0.22339263029030654,0.03837707002009416,0.1963567916437542,-0.056275041092125874,0.13993347435981032,0.3105175438419829,0
-1.3072555269382435,-1.752553014743798,-0.16616883900522622,-0.16405013325568102,-0.020712965514930584,0.10605072125380066,-0.3981701848356439,-0.07048687605148751,0.3937709047148186,0.2546032915267905,0.11230922855597653,-0.20236562592096496,-0.009701168367887647,0.13500994046346226,0.07892431094945951,0.048513192278099304,-0.003629787755035363,0.0008785270130710621,0
-0.794256413949684,0.7649119924426379,0.020322036182257072,-0.11075932986311782,-0.019846735171078683,0.2002532802758612,-0.0007515728193405735,0.15114619427254908,-0.055851116962174846,-0.1221621352129596,0.09513692139432789,0.11512908759533946,-0.02263832849920544,0.008653364450567747,0.11907141261902665,0.03843717374482557,-0.010609581239857446,0.008877179893324483,0
-0.775791491369346,0.7545658701745751,-0.010681438768506454,-0.10799181223357018,0.011576281209109349,0.1989227429116004,0.26295301237644375,0.29140947977993914,-0.06499579523788883,-0.11175738641000815,0.08103130456863727,0.0616379546324497,-0.00961687398093225,0.009617267266080587,0.06743553628996407,0.06118393226899985,0.015042365435029265,0.0014074319582524364,0
-1.286850913063235,-1.756889745451629,-0.1722874827218481,-0.15511609057558268,-0.02058149757824737,0.0701617471350966,-0.3451702906054913,-0.06038312525067083,0.32871107067324123,0.20818302639930508,0.09210747187726759,-0.16547153814820548,-0.004623876185874454,0.08713990994696141,0.1403191572084983,0.14491055852260148,0.023405386660570376,0.013086497756446158,0
1.8420290151727945,-0.04806966698904541,-0.8293435197964371,-0.36384678494040884,0.5884714702693207,0.3624567572880615,0.38617078052219656,0.2018485926104669,0.2887346196738652,-0.17454539045864426,-0.013328690675625088,0.0718665060569505,0.20946558414465427,0.13585647773764786,0.03255354636820762,-0.0759295586218429,0.19816144200113503,0.04039696682827143,0
3.2159402935579156,-0.3968552749860196,0.8864049071964836,-1.6630945576720852,-2.977339444696666,0.08299259502747636,-0.5546936117176603,0.5830742569852585,-0.2621988105545265,0.4225376251945314,0.1373712143863366,0.10288420540727305,0.7172247624169479,-0.0729246860505498,0.08022083780013506,-0.13983074763087955,0.050177434636796775,0.001281485482808764,0
-0.7816691850871417,0.6185386525501484,0.07980888697896,-0.08384366727261677,-0.06637739041560474,-0.01188031612224938,-0.026121138482871453,-0.20134507127176887,-0.08400845958168068,-0.10041664863243255,-0.20987764186026003,-0.08099997270168224,0.06808251315717162,-0.03231308128024535,-0.0781800861541107,0.06965464014758743,0.052030609307350664,0.007331661420167557,0
1.3613134055483835,0.18555526651876747,-0.9876182058882166,-0.12590729638799059,0.42571928356248834,0.11983479732676883,0.16648968463425307,0.21051821721580866,-0.3236447037846079,0.3183851526607323,0.1339629594766596,0.016821955207124595,-0.013943825578166869,0.25344976299607513,-0.06986809310909098,0.09082019523279232,0.016251256996329094,0.026352281248022857,0
-0.8294483385521313,0.565170836498012,0.16274390079716392,-0.08305590773621552,-0.12651164893781322,-0.10191560736456817,0.4135145254029884,-0.2806252783551365,0.22070751610874106,0.19019009468442682,0.07249399156696096,-0.06789016953747196,0.018883049504231586,0.03529306517110942,-0.1843278272623467,-0.07081211313184659,-0.0075981153523006495,-0.011106451567418796,0
-1.3157460620232717,-1.8001754538535186,-0.16007369979062164,-0.16257343629652415,-0.00788396765899374,0.032689575164438156,0.1586145444751691,-0.05166188221481427,0.4439807016687109,0.3918278418739878,0.13169568317713765,-0.2277839069286114,-0.0260083610702202,0.11146726573480936,0.07509919782882535,0.05002430010691511,0.017015090113079917,0.0005465721278807845,0
